Star Rating,Review Title,Review Description
5.0 out of 5 stars,"OnePlus Nord Buds 3r: Stylish, Sturdy & Smart! ⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐ Absolutely Loving These Buds! A Great Buy! 🔥I just picked up these OnePlus Nord Buds 3r from Amazon, and I'm very impressed. Here’s a quick breakdown to help you decide! 👇✨ Design & Comfort• Case: Feels incredibly sturdy & premium in hand. Sleek finish! 👌• Buds: Super lightweight and stylish. 💎• Fit: Extremely comfortable, I can wear them for hours without any pain. 😌📱 Amazing App Integration (HeyMelody)• Official Support: Yes, it works seamlessly with the 'HeyMelody' app! 🎉• Features: You can easily customize touch controls, check precise battery levels, and manage EQ settings for the perfect sound. 🎧 So convenient!🎮 A Note on Gaming Mode• While most things are perfect, the Gaming Mode has a tiny bit of latency. 🤏• If you are a very serious gamer, you might notice a very minor sound lag during fast-paced games. For movies and music, it’s flawless! 🎬🎶💰 Final Verdict• Overall, this is a top-tier product with a high-quality feel. 🏆• If you want sleek design + great app support, this is a perfect choice! Highly recommended. ✅Read more"
5.0 out of 5 stars,Sound,"Among the myriad of audio accessories available on the market today, the particular model of air buds offered by OnePlus stands out remarkably as one of the preeminent choices. Its exceptional qualities elevate it to a top-tier position within its category, making it an incredibly compelling option for discerning users seeking superior sound and functionality.Read more"
5.0 out of 5 stars,Too good. Value for money.,I have been using the Apple airpods all this while. I opted these as a backup which will do the job in case i loose airpods somewhere. But it turned out to be so good. Its sturdy and gets connected without a glitch to multiple devices at the same time. Making things easier. Now i prefer using these for all purpose.Read more
5.0 out of 5 stars,Funtastically amazing,"I recently bought the OnePlus Nord Buds 3R, and I’m honestly super impressed! The design looks fantastic, and the color gives it a really premium feel. It fits perfectly in my ears, so I can wear it comfortably for long hours without any discomfort.The sound quality is amazing with clear vocals and good bass, making music and calls enjoyable. The battery life is another big highlight — it easily lasts a long time without needing frequent charging, which is very convenient.Overall, it’s a great product for the price. Stylish, comfortable, and powerful — definitely worth buying!Read more"
4.0 out of 5 stars,Value For Money and Terrific Bass Quality in this Price Rang,"Pros:1. They are light weight and Pocket Friendly.2. Good Sound Quality along with their Heavy Bass Tuning.3. Good for Outdoor Listening and Good Fit in Ear Earbuds.4. Good Battery Backup in this Price Range.5. Advanced Features present like Find My Buds, Presets, App Support, Google Fast Pair, Dual Pair.Cons:1. They are light weight but still might feel little uncomfortable for some.2. Not having LDAC, Hi res Audio.3. No Active Noice Cancellation available despite some Alternative Brands Providing The ANC.4. No Charging Cable in the Box.5. They might not be fully Functional with all the Features in devices other than Oppo, OnePlus, Realme.Overall if you want an Earbuds with good Sound Quality, Battery Backup, You Use Oneplus, Oppo, Realme devices and you Don't Really want ANC, then it is a Go to Product in this Price Range.Read more"
5.0 out of 5 stars,AWSM product at cheap price.,"Battery capacity and sound quality and overall ,,, it's an awesome product at cheap price. It is light and easy to carry.Read more"
1.0 out of 5 stars,"Worst product, worst customer support","One of the worst product. Many warned that one side of the earbuds is not working after 2-3 days. I ignored those comments. As a price of that ignorance, I wasted my money buying this waste product. The worst part is both boat and amazon support service. Amazon just routed me to contact boat for support and boat just simply rejected my complaint without providing any reason. These guys are simply looting our money. I lost trust in boat brand and I will never ever buy any products from boat hereafter.Read more"
4.0 out of 5 stars,Overall good product,Good sound quality and value for money decent battery lifeRead more
5.0 out of 5 stars,Excellent purchase. High quality product at a low price.,It's a Boat earpod so I know it is durable. The sound quality is excellent. The overall high  quality of the product is as expected from boat. It is comfortable to use.Read more
3.0 out of 5 stars,Expectation vs. Reality,Sound Quality PoorRead more
1.0 out of 5 stars,Worst product,"Honestly only nice thing about the product is price, Apart from price the product is very bad. They are not working properly. On the delivered day itself opened and checked but one side of the earbud is not working. Amazon support for replacement is also very bad and worst. They won't replace the product and you'll lost your money.Read more"
5.0 out of 5 stars,Bettery life and sound awesome,"Very nice product, nice sound, bettery life is suprb and this divice is value for moneyRead more"
1.0 out of 5 stars,Ultimately worst no more words to say about this product,Received defective product Wasted rs 699 not even charging both ear dopes also not working even 1 star is also waste there is no zero star Amazon please don’t support or encourage this boat company its my hard earned money which I spent for this wate productRead more
